Año,Mes,Índice Original,Interanual Original,Acumulada Original ,Promedio 12 meses Original,Índice Desestacionalizada,Respecto al período anterior Desestacionalizada,Interanual Desestacionalizada,Acumulada Desestacionalizada ,Promedio 12 meses Desestacionalizada,Índice Tendencia-Ciclo,Respecto al período anterior Tendencia-Ciclo,Interanual Tendencia-Ciclo,Acumulada Tendencia-Ciclo ,Promedio 12 meses Tendencia-Ciclo
2007,Enero,54.00396026,,,,55.2786703197856,,,,,55.6942155633379,,,,
2007,Febrero,55.85555807,,,,56.1928165940616,,,,,55.9473350049851,,,,
2007,Marzo,58.68052803,,,,56.7284326891598,,,,,56.3575387204137,,,,
2007,Abril,55.85902183,,,,53.1312450672342,,,,,56.8517939761752,,,,
2007,Mayo,60.61766792,,,,59.4499289054713,,,,,57.4838412147373,,,,
2007,Junio,57.44812815,,,,57.4900249038013,,,,,58.2724516685843,,,,
2007,Julio,58.87031841,,,,58.7604123295695,,,,,59.1199538056526,,,,
2007,Agosto,59.52835115,,,,60.9888225792604,,,,,59.8855620291588,,,,
2007,Septiembre,57.21236859,,,,61.2171701469398,,,,,60.4811032851872,,,,
2007,Octubre,60.44619547,,,,60.2430623647117,,,,,60.8118952034301,,,,
2007,Noviembre,60.79128351,,,,61.0716907379064,,,,,60.88502257869,,,,
2007,Diciembre,61.23713126,,,,59.9954336279643,,,,,60.830997211916,,,,
2008,Enero,60.2167524,11.504326923597347,11.504326923597347,,61.5358630667739,2.567577806607588,11.319361899970843,11.319361899970843,,60.7935774555013,-0.06151429062445857,9.155999129504181,9.155999129504181,
2008,Febrero,60.65724247,8.596609837793352,10.025964711509388,,60.9258502564376,-0.9913126751376922,8.422844678827119,9.85922652835724,,60.8937653241775,0.16480008722882644,8.841225982884907,8.998255721294314,
2008,Marzo,62.11386957,5.8509043038002915,8.572335413471748,,60.0508076956244,-1.436241853220153,5.856631056016241,8.50927958206529,,61.086758675746,0.3169345014897118,8.391459355231376,8.79469777439958,
2008,Abril,63.92988012,14.448620877326945,10.035102441215727,,61.3345572338918,2.1377723090324707,15.439713780990516,10.172952198590153,,61.180069847463,0.15275187903209542,7.613261725921333,8.495980874341981,
2008,Mayo,62.97404143,3.887271798561784,8.727575166112246,,61.7127405148692,0.6165908714971948,3.806247797194004,8.824926520632289,,61.1049982400865,-0.12270598507598152,6.29943467386245,8.048760245558498,
2008,Junio,61.05015591,6.270052438601525,8.315328260472327,,61.139572280917,-0.9287680779856231,6.348140191663745,8.40399047272544,,60.842703455073,-0.4292525858243579,4.410749355641698,7.426354645800373,
2008,Julio,61.89969489,5.145846942600201,7.850409204195373,,61.9477232729173,1.3218132902322282,5.424248770534717,7.962990608811509,,60.4128914998346,-0.7064313891899587,2.186973451353367,6.651446087000153,
2008,Agosto,57.69629758,-3.077615177654721,6.438869290445965,,59.1710142407564,-4.482342345218754,-2.98055981674608,6.505775333651869,,59.9381073958967,-0.7858986586318224,0.08774296334117082,5.79622372824214,
2008,Septiembre,54.62506714,-4.5222764128878055,5.2284035937582445,,58.5794179293075,-0.9998076237831555,-4.308843762788911,5.230751192881769,,59.5040273958215,-0.7242137246811353,-1.6155060610559389,4.934322280874852,
2008,Octubre,60.37130376,-0.12389813687640583,4.669174693410412,,60.2502216791411,2.8522027170872377,0.011884047968962363,4.688195417012537,,59.1979435074437,-0.5143918853453755,-2.65400657319978,4.13994090948826,
2008,Noviembre,57.2469047,-5.830406277598925,3.6707863878863094,,57.3838930923004,-4.757374341467425,-6.038473146965032,3.6654907774697847,,59.0775847497067,-0.20331577518713573,-2.9686082922073354,3.465571259310707,
2008,Diciembre,60.66390093,-0.9360829258414896,3.2680867170299592,,59.3342913793415,3.398860171274805,-1.1019876157952098,3.2572003365413167,,59.0551341109578,-0.03800195766976344,-2.919339123722807,2.9127838062106974,
2009,Enero,58.06515475,-3.5730881594338513,-3.5730881594338513,2.055880428641842,59.4517242512719,0.1979173749284655,-3.3868685862753836,-3.3868685862753836,2.0482187874209785,59.0611570980429,0.01019892203406414,-2.849676610537472,-2.849676610537472,1.9264749464522168
2009,Febrero,58.52408183,-3.5167451620555,-3.5448139979225743,1.0674166851078581,58.7072278249382,-1.2522705366577611,-3.6415124650065422,-3.513556302813754,1.0576041461976473,59.1196341702533,0.0990110507204065,-2.9134857148007427,-2.88160743038938,0.9700888070110096
2009,Marzo,61.15812783,-1.538692962805868,-2.86385113353694,0.4484318357395978,59.0183023393952,0.5298743033559816,-1.7193862927915973,-2.9232331970692655,0.4434956460087136,59.2778252042533,0.2675778296334528,-2.961252996078386,-2.908226570694765,0.05232171184246681
2009,Abril,62.52247358,-2.201484716314525,-2.692356752993348,-0.8674114158426107,60.1359728844616,1.8937693914661224,-1.954174617841531,-2.6794870783274405,-0.8618221071016166,59.5904484754519,0.527386539775037,-2.598266683863585,-2.8304932512562715,-0.7679577415879493
2009,Mayo,60.59680802,-3.7749417950926016,-2.9123521138734816,-1.51712211127726,59.15324160636,-1.6341820560377585,-4.147440037754464,-2.9759638874790255,-1.5239803950708506,60.0370898434647,0.74951838665352,-1.7476612836578482,-2.61359616347643,-1.4105828430014355
2009,Junio,60.76907046,-0.4604172517010028,-2.50880916359381,-2.042269046920083,60.9119935281446,2.9732130886222023,-0.37222823824600937,-2.541844584822144,-2.0482099764750075,60.5318900769389,0.8241575911895467,-0.5108474155222353,-2.2639479983439514,-1.8013982726449314
2009,Julio,61.38976905,-0.8237937859082791,-2.267838959023834,-2.517291409889637,61.6283049536446,1.1759776425130894,-0.51562559912891,-2.2490171078082,-2.518248077420836,61.044594000964,0.846998042475505,1.0456418910707725,-1.794947364191259,-1.8888826473731086
2009,Agosto,59.63981812,3.368535974609415,-1.6048974357326529,-2.006564383812943,61.1786932255351,-0.7295539418903303,3.393010937094658,-1.5646544278568086,-2.0007244567371885,61.5066317739536,0.7568856514670301,2.6169067496520313,-1.2511188318050586,-1.680868002418407
2009,Septiembre,57.92197824,6.035527776195252,-0.8393305520231706,-1.205025735119989,61.9019272280058,1.1821664771499911,5.671803196658317,-0.7888319919103424,-1.188930505277071,61.904654921448,0.6471223281372147,4.034395032889961,-0.6748377766041074,-1.2193342737061243
2009,Octubre,62.48766211,3.5055700609239153,-0.40614730802138865,-0.9039729825132383,62.4769517600954,0.9289283190999669,3.695803963697614,-0.34343298996491,-0.8839132645193075,62.3178839014899,0.6675248906019391,5.270352666311595,-0.09307030722823129,-0.5705931631770369
2009,Noviembre,62.71423054,9.550430488165773,0.4538397460205772,0.336280739223227,62.5825245043004,0.1689787053158227,9.059391288838057,0.4691346851280116,0.33894596098826923,62.8381821867597,0.8349100654513109,6.365523324938692,0.48153734269922666,0.1961336379725509
2009,Diciembre,64.9153675099999,7.008231443780161,1.003452926921966,1.003452926921966,63.3460855991374,1.2200867588595372,6.761341757917563,0.9852547022677811,0.9852547022677811,63.4557136085676,0.982732791302837,7.451645930295612,1.050791633928867,1.050791633928867
2010,Enero,60.37279092,3.97421858244509,3.97421858244509,1.6246735544865913,61.8308552772811,-2.3919872988599167,4.00178641741968,4.00178641741968,1.606898535682049,64.1353216149504,1.0709957665514906,8.591373359794275,8.591373359794275,1.9968982895555172
2010,Febrero,64.6020962,10.385492911542542,7.192474010451221,2.771265114611765,64.7163115673441,4.666693153641717,10.235679600346103,7.099093738580947,2.7560822630864834,64.738512659644,0.9404974193705442,9.504251114290383,9.048038087697918,3.029226426796299
2010,Marzo,68.24462559,11.587172484576698,8.704572555186402,3.8947229030061408,66.1297878019221,2.184111239261725,12.049627286178193,8.748132079405806,3.8942575074937906,65.1845643215734,0.6890051124196646,9.964500379302521,9.354170822235659,4.1118081448776564
2010,Abril,67.95597553,8.69047822147921,8.700904959560546,4.856741592978182,65.8563397961115,-0.41350201611059845,9.51238773943237,8.9417970435169,4.865981179700029,65.4824612033664,0.4570052510029683,9.88751197323458,9.488244493378033,5.165589374101074
2010,Mayo,66.06493546,9.023787916675815,8.765936018419083,5.9710465197475315,64.3699478682081,-2.257021772702842,8.818969375445377,8.917289534279234,5.9721064706292,65.6811973711344,0.3034952628777887,9.401034497817335,9.470620533949841,6.111896468010642
2010,Junio,65.74985285,8.196245807772385,8.670205583137161,6.710209683997533,66.0843359796538,2.6633361812809824,8.491500855442041,8.844717625292333,6.730253683694443,65.8587643847277,0.270346797409843,8.800112306121761,9.357127574282458,6.903258349947578
2010,Julio,65.3038042099999,6.375712468981675,8.337227057761382,7.334929019295842,65.7668484736085,-0.48042777662628566,6.715329138253637,8.531523153847402,7.357870160755752,66.1213823379784,0.3987593082016616,8.316524042954953,9.205398678058515,7.51847498006839
2010,Agosto,65.09496018,9.146812032564938,8.437262217292925,7.8057500418029235,66.5768822022234,1.2316748444164176,8.823642173571585,8.568740981872011,7.810942226609427,66.4930111520973,0.5620402976745282,8.107059733768878,9.064708439970403,7.978713147412961
2010,Septiembre,63.28075726,9.251719611156716,8.524528390630763,8.056771896725053,67.1635974830095,0.8812597727300755,8.500010404560058,8.560892514465252,8.044532121655593,66.9386706728488,0.6702351315269794,8.131885651876345,8.95818040001781,8.318139540116846
2010,Octubre,67.27817077,7.6663272368344195,8.435605804382988,8.404024272592792,67.389839212227,0.3368517138688816,7.8635197680523135,8.488824546537899,8.392111228437997,67.4057356165074,0.6977505513088289,8.164352504427484,8.87633006078363,8.554586921271067
2010,Noviembre,68.02752415,8.47222961080756,8.4390555958894,8.319571795016458,67.563156597253,0.2571862272592256,7.958503004477464,8.43907708808942,8.30205049602138,67.7668166628651,0.5356829697876151,7.843375324666653,8.779048765412028,8.671116013292647
2010,Diciembre,70.1166000399999,8.012328558717272,8.401145413523281,8.401145413523281,68.3790624828985,1.2076195470101396,7.9452058263085945,8.396250102235086,8.396250102235086,68.0043163116253,0.35046599568302383,7.168153101415228,8.639152044877065,8.639152044877065
2011,Enero,63.98339504,5.980515502065174,5.980515502065174,8.552452596775211,65.4378967581476,-4.301266525095286,5.833724060084052,5.833724060084052,8.536540978458348,68.1542767467869,0.22051605441397726,6.266367783988258,6.266367783988258,8.43615454065825
2011,Febrero,68.36121584,5.81888183374457,5.896963725939315,8.168370375644656,68.5544663426809,4.7626371551210696,5.930737834684521,5.883336973750275,8.173303019201256,68.1991798754291,0.06588453547679762,5.34560816060015,5.8038331750761785,8.081109490800515
2011,Marzo,70.60465616,3.4581925676881724,5.03559614323386,7.457370066685499,68.5752986860255,0.030388017668286693,3.6980473783288375,5.133310913311107,7.469915682222677,68.1599878254811,-0.05746703995500013,4.564613624214942,5.38757710419226,7.624972482072295
2011,Abril,68.44957822,0.7263565656298994,3.9143631314304486,6.746217442250412,66.6330093639828,-2.832345406084997,1.1793391042925094,4.12611332369184,6.7554137634832045,68.0884560671251,-0.10494684731921211,3.9796837441179207,5.0323639697333675,7.129035971390763
2011,Mayo,70.8420961199999,7.231007836058964,4.583943973178492,6.606224191948385,68.8400811300989,3.312279885274222,6.944441326941899,4.687939910958065,6.610224182572594,68.0138569666047,-0.10956203860290259,3.5514876232988257,4.733289139327951,6.639616804788801
2011,Junio,67.47432976,2.622784440193641,4.255829110283855,6.135742687138304,68.0491635494219,-1.1489201751262499,2.9732122455963435,4.39662819440052,6.144483637615238,68.0028153847107,-0.016234312221740765,3.2555287364003362,4.484431438235845,6.176813117670605
2011,Julio,66.8262543099999,2.331334473416291,3.981601651878151,5.792161423251272,67.5237973850786,-0.7720391213357942,2.6714810763285044,4.1471364194303675,5.800481152407073,68.1054926172326,0.1509896787964351,3.0007090128764133,4.2698529061658235,5.733995919991642
2011,Agosto,66.8554653399999,2.704518376125847,3.8227682058580683,5.272267657182141,68.2741849108002,1.1112934325097967,2.5493874937269254,3.9430950733884345,5.280288646226921,68.279433539645,0.2553992574284507,2.686631807757081,4.068833047422984,5.283747492160813
2011,Septiembre,65.2574725,3.1237224799291425,3.7473660920423413,4.800504782961795,68.9629958094211,1.0088892302717767,2.679127375311907,3.798841288394229,4.798875201620433,68.5062588378311,0.33220149381349984,2.341827450747587,3.873105268029775,4.804769881749607
2011,Octubre,67.16071339,-0.17458468126541504,3.343875774160125,4.143124779471989,67.2507797855797,-2.482804007779933,-0.20635073220664424,3.3873219657270397,4.122535998994707,68.7486445850454,0.3538154780690519,1.992277001735033,3.6804442051582953,4.296133921895716
2011,Noviembre,70.45428368,3.567320081573186,3.364929623166873,3.7483215583906144,69.7605990461595,3.7320299758337967,3.2524271505038627,3.374724072365808,3.7427011195757984,68.9952361297741,0.3586856820481046,1.8127153190923764,3.50605881206765,3.8004867229455073
2011,Diciembre,71.1059135999999,1.4109548372790641,3.1919622753882066,3.1919622753882066,69.1191202052613,-0.9195431943950894,1.0822870268920184,3.1767582250904667,3.1767582250904667,69.2548645822706,0.3762990998511242,1.8389248484092349,3.363238492762278,3.363238492762278
2012,Enero,67.3530663899999,5.266477885228355,5.266477885228355,3.147199087750181,68.735447218785,-0.5550895111756518,5.039206062543286,5.039206062543286,3.123444184725386,69.4913580032552,0.34148275707572395,1.9618449792020272,1.9618449792020272,3.010150498164748
2012,Febrero,69.87592673,2.2157459772880657,3.6906544267440324,2.8516608044935765,70.3649515374463,2.370689919968939,2.640944188399615,3.8121841701971135,2.8547557069456673,69.7448501654665,0.36478228299903037,2.2664059785772963,2.114175627019634,2.7581609228490436
2012,Marzo,71.77202206,1.6533837334390142,2.98190194439438,2.6945230636496404,69.9543936550727,-0.5834692889045954,2.011066660258294,3.2024512536832788,2.713031342317791,70.0493039667801,0.43652513496164147,2.7718845052268364,2.333376028501192,2.612913626401877
2012,Abril,68.86206187,0.6026094838367868,2.3818199314028448,2.682754715139879,67.2983441808594,-3.7968300994925386,0.9985063307620123,2.656927046559616,2.6965320309883225,70.3436748929753,0.42023390601397637,3.3121896957494528,2.5778567575587203,2.5610009885590728
2012,Mayo,72.97074639,3.0047816010333435,2.5107697592670775,2.3387210992248555,70.6231629562536,4.940416909008903,2.5901797279769454,2.64333433386021,2.348612128817493,70.5054990229578,0.2300478759870117,3.663432964221556,2.7946236663836714,2.573265259352013
2012,Junio,69.76771238,3.3988964813097766,2.657031711244187,2.4040727111851083,70.7021235616467,0.11180553530576276,3.898593125686304,2.8536801402739655,2.427974597457478,70.4983401515334,-0.010153635565472996,3.669737425876889,2.9402611958038847,2.609784910927388
2012,Julio,69.92311879,4.634203296258505,2.9342939519899573,2.5938466887309772,70.7342665121062,0.04546249651396295,4.7545743150651845,3.124693393327078,2.602007639244036,70.3489256761643,-0.21194041596999114,3.294055989786713,2.9908048340932254,2.6353023640500055
2012,Agosto,69.2711769,3.61333444874667,3.0178379707549254,2.6689041401434253,70.5664002595402,-0.2373195635488372,3.357367578587372,3.1540087561601666,2.669801810036887,70.1733954561474,-0.249513717984712,2.7738395272460963,2.963622865030956,2.642719918383051
2012,Septiembre,65.8185778099999,0.8598330405761345,2.7864654007998553,2.4885321359068513,69.1903277461949,-1.9500392655487246,0.3296433603348987,2.835147474478731,2.4708162191088547,70.1061818280911,-0.09578220865529374,2.335440611415308,2.8934782332429023,2.641606622401227
2012,Octubre,69.35167178,3.26226193768548,2.8337487941718678,2.7724945812252884,69.3089142974174,0.1713918044405034,3.060387579742269,2.857485677295486,2.7411492884694866,70.1682372443006,0.08851632565252032,2.0649027596451077,2.8099857609742713,2.646644254502135
2012,Noviembre,72.0241877499999,2.2282592171830657,2.776585347604083,2.6592960246482704,71.1752009801249,2.6927080039068443,2.0277949921694045,2.780092123261497,2.6378617365427885,70.3746709052048,0.2941981571882337,1.9993188701261886,2.7355340036919955,2.661108980120332
2012,Diciembre,73.0727564,2.7660748599116687,2.7756710090351078,2.7756710090351078,71.0334268674408,-0.19919032293803696,2.7695761411525837,2.7792024390682855,2.7792024390682855,70.6998630439541,0.4620869050845613,2.0864938086290437,2.6807518891318978,2.6807518891318978
2013,Enero,69.6306019099999,3.3814874987460968,3.3814874987460968,2.6312087515366613,70.8921017275394,-0.19895582422783775,3.1376161733403194,3.1376161733403194,2.628943607657135,71.0564513830027,0.5043692076559125,2.2522129725457205,2.2522129725457205,2.7041344193640384
2013,Febrero,70.88246856,1.4404700976478892,2.393136665462677,2.5645601941475746,71.8174308842025,1.305264104341859,2.0642085513030253,2.59462509653585,2.5796056075953544,71.3667332210316,0.43666948178491793,2.325452060929578,2.288899185943592,2.7083141775298145
2013,Marzo,72.36784574,0.8301614792208625,1.8564029589322502,2.4915142614781303,70.8146162384837,-1.396338790419449,1.2296905719067865,2.1378875783571516,2.5122748498427825,71.6500351184089,0.39696632393118136,2.2851492605664276,2.287644060063542,2.6671459229282277
2013,Abril,73.73655477,7.078633383360227,3.150614332405425,3.0318782024640853,72.3177845121739,2.122680815819095,7.458490089778607,3.4335766502406244,3.0385716923864834,71.9901791989432,0.47472981691100813,2.3406572210976577,2.3009800805428853,2.5863198722368708
2013,Mayo,75.35112644,3.2621018254052103,3.1738028764790442,3.0545415064218986,72.7330716548062,0.5742531321080406,2.9875590531955396,3.342794733785624,3.071583081243176,72.4810586151028,0.6818699739628045,2.8019936310240183,2.401867572702841,2.5163794972967253
2013,Junio,71.31597942,2.2191741526039124,3.0154528549862363,2.9561223757994526,72.4504783965116,-0.3885347502382359,2.47284628352142,3.1955350253121537,2.952571631762922,73.108290336316,0.8653732895155457,3.7021441627882723,2.6197946864304527,2.522580953241558
2013,Julio,72.81903871,4.141577163766556,3.1759791875061865,2.920940001078563,73.6292772971762,1.6270408791688027,4.092798197850129,3.3254809782457215,2.9032497485168847,73.717837154277,0.8337588188110203,4.788859880562697,2.930582904907226,2.650627076985117
2013,Agosto,73.71745009,6.4186482588835645,3.5772388793935477,3.1560156498841963,74.9418696635809,1.7827044004614265,6.200499654152566,3.6884278617876873,3.145039894348173,74.2601661855694,0.7356822340804854,5.823817848426472,3.292386674225696,2.9067174895124737
2013,Septiembre,71.64577982,8.853430450626917,4.132327477575217,3.7850658654099476,74.7252146218989,-0.2890974600107796,7.99950954995785,4.163276121786581,3.7803516273295656,74.6877752880093,0.5758256739842835,6.535220347833004,3.6525269277613006,3.256867116985987
